strain	gene
ECA3035	g13012
ECA3035	g8679
ECA3035	g2675
ECA3035	g8687
ECA3035	g9
ECA3035	g3803
ECA3035	g11800
ECA3035	g4120
ECA3035	g3760
ECA3035	g1385
ECA3035	g16894
ECA3035	g4255
ECA3035	g14662
ECA3035	g17573
ECA3035	g21803
ECA3035	g1258
ECA3035	g8143
ECA3035	g4334
ECA3035	g15834
ECA3035	g3851
ECA3035	g11283
ECA3035	g44
ECA3035	g8677
ECA3035	g4140
ECA3035	g21802
ECA3035	g17210
ECA3035	g20325
ECA3035	g3757
ECA3035	g591
ECA3035	g12260
ECA3035	g456
ECA3035	g32
ECA3035	g15866
ECA3035	g13752
ECA3035	g12658
ECA3035	g1476
ECA3035	g4027
ECA3035	g12176
ECA3035	g18862
ECA3035	g21742
ECA3035	g455
ECA3035	g42
ECA3035	g1230
ECA3035	g12019
ECA3035	g3170
ECA3035	g12304
ECA3035	g3620
ECA3035	g2126
ECA3035	g4195
ECA3035	g8684
ECA3035	g18860
ECA3035	g614
ECA3035	g18847
ECA3035	g16049
ECA3035	g15865
ECA3035	g3801
ECA3035	g1257
ECA3035	g11652
ECA3035	g21759
ECA3035	g1229
ECA3035	g1336
ECA3035	g2993
ECA3035	g1228
ECA3035	g18744
ECA3035	g8990
ECA3035	g21760
ECA3035	g1843
ECA3035	g13339
ECA3035	g15280
ECA3035	g9107
ECA3035	g12259
ECA3035	g17072
ECA3035	g8686
ECA3035	g19264
ECA3035	g3756
ECA3035	g15286
ECA3035	g8142
ECA3035	g5473
ECA3035	g8956
ECA3035	g17070
ECA3035	g8683
ECA3035	g20805
ECA3035	g17021
ECA3035	g8680
ECA3035	g6012
ECA3035	g12
ECA3035	g3858
ECA3035	g1817
ECA3035	g1339
ECA3035	g10578
ECA3035	g8986
ECA3035	g5518
ECA3035	g11417
ECA3035	g20556
ECA3035	g5371
ECA3035	g11
ECA3035	g8711
ECA3035	g11482
ECA3035	g8664
ECA3035	g4253
ECA3035	g378
ECA3035	g12532
ECA3035	g21811
ECA3035	g8708
ECA3035	g380
ECA3035	g1338
ECA3035	g17069
ECA3035	g3686
ECA3035	g21797
ECA3035	g18871
ECA3035	g15663
ECA3035	g15652
ECA3035	g5893
ECA3035	g18907
ECA3035	g8709
ECA3035	g21852
ECA3035	g20886
ECA3035	g2680
ECA3035	g5886
ECA3035	g13
ECA3035	g16272
ECA3035	g21866
ECA3035	g15654
ECA3035	g15661
ECA3035	g1820
ECA3035	g22048
ECA3035	g543
ECA3035	g3911
ECA3035	g46
ECA3035	g10574
ECA3035	g43
ECA3035	g18334
ECA3025	g18580
ECA3025	g3676
ECA3025	g18900
ECA3025	g13838
ECA3025	g1830
ECA3025	g7645
ECA3025	g7015
ECA3025	g3225
ECA3025	g7004
ECA3025	g13496
ECA3025	g13841
ECA3025	g13318
ECA3025	g3777
ECA3025	g4179
ECA3025	g1240
ECA3025	g2699
ECA3025	g5056
ECA3025	g12365
ECA3025	g5055
ECA3025	g2808
ECA3025	g17214
ECA3025	g6960
ECA3025	g6374
ECA3025	g13590
ECA3025	g6975
ECA3025	g3023
ECA3025	g3028
ECA3025	g5433
ECA3025	g7222
ECA3025	g3199
ECA3025	g21332
ECA3025	g4558
ECA3025	g2733
ECA3025	g20421
ECA3025	g2746
ECA3025	g6964
ECA3025	g7648
ECA3025	g7118
ECA3025	g2711
ECA3025	g19455
ECA3025	g13835
ECA3025	g2735
ECA3025	g15289
ECA3025	g6899
ECA3025	g18494
ECA3025	g6972
ECA3025	g3673
ECA3025	g66
ECA3025	g6962
ECA3025	g7656
ECA3025	g17366
ECA3025	g14926
ECA3025	g2742
ECA3025	g6961
ECA3025	g18065
ECA3025	g4446
ECA3025	g16381
ECA3025	g2736
ECA3025	g8820
ECA3025	g21718
ECA3025	g9196
ECA3025	g3197
ECA3025	g4083
ECA3025	g19018
ECA3025	g8562
ECA3025	g20407
ECA3025	g17215
ECA3025	g13651
ECA3025	g5914
ECA3025	g5059
ECA3025	g4114
ECA3025	g2732
ECA3025	g6974
ECA3025	g3832
ECA3025	g8816
ECA3025	g21726
ECA3025	g3672
ECA3025	g3213
ECA3025	g18581
ECA3025	g3215
ECA3025	g20416
ECA3025	g3224
ECA3025	g2744
ECA3025	g2741
ECA3025	g14297
ECA3025	g17819
ECA3025	g5141
ECA3025	g2773
ECA3025	g7526
ECA3025	g3201
ECA3025	g3669
ECA3025	g13837
ECA3025	g8818
ECA3025	g9205
ECA3025	g4356
ECA3025	g3223
ECA3025	g9683
ECA3025	g7003
ECA3025	g4445
ECA3025	g7338
ECA3025	g2066
ECA3025	g6969
ECA3025	g17442
ECA3025	g3677
ECA3025	g3200
ECA3025	g16904
ECA3025	g17216
ECA3025	g2798
ECA3025	g3749
ECA3025	g2865
ECA3025	g20454
ECA3025	g2716
ECA3025	g8809
ECA3025	g4702
ECA3025	g6970
ECA3025	g19609
ECA3025	g20362
ECA3025	g5054
ECA3025	g13312
ECA3025	g482
ECA3025	g2989
ECA3025	g3222
ECA3025	g3017
ECA3025	g3020
ECA3025	g6852
ECA3025	g14929
ECA3025	g12361
ECA3025	g3071
ECA3025	g8409
ECA3025	g7654
ECA3025	g3943
ECA3025	g17304
ECA3025	g8582
ECA3025	g3687
ECA3025	g5911
ECA3025	g2691
ECA3025	g7059
ECA3025	g5082
ECA3025	g7072
ECA3025	g4608
ECA3025	g7964
ECA3025	g3022
ECA3025	g5147
ECA3025	g3024
ECA3025	g22145
ECA3025	g3597
ECA3025	g20361
ECA3025	g12363
ECA3025	g6795
ECA3025	g7451
ECA3025	g5909
ECA3025	g6401
ECA3025	g7023
ECA3025	g21713
ECA3025	g5365
ECA3025	g7640
ECA3025	g3671
ECA3025	g12357
ECA3025	g4561
ECA3025	g13796
ECA3025	g8571
ECA3025	g4447
ECA3025	g2770
ECA3025	g9838
ECA3025	g17220
ECA3025	g18310
ECA3025	g7117
ECA3025	g5787
ECA3025	g17213
ECA3025	g4638
ECA3025	g6968
ECA3025	g2712
ECA3025	g5912
ECA3025	g15268
ECA3025	g3027
ECA3025	g14927
ECA3025	g8819
ECA3025	g8808
ECA3025	g2821
ECA3025	g7005
ECA3025	g4639
ECA3025	g9198
ECA3025	g6831
ECA3025	g5788
ECA3025	g15596
ECA3025	g21720
ECA3025	g10215
ECA3025	g3268
ECA3025	g5369
ECA3025	g4451
ECA3025	g16399
ECA3025	g14586
ECA3025	g5908
ECA3025	g3220
ECA3025	g17702
ECA3025	g13376
ECA3025	g7318
ECA3025	g17029
ECA3025	g18901
ECA3025	g3021
ECA3025	g18327
ECA3025	g22380
ECA3025	g4479
ECA3025	g2613
ECA3025	g2614
ECA3025	g7651
ECA3025	g7052
ECA3025	g8175
ECA3025	g16082
ECA3025	g7155
ECA3025	g7223
ECA3025	g2739
ECA3025	g18623
ECA3025	g3194
ECA3025	g7449
ECA3025	g21711
ECA3025	g3808
ECA3025	g3675
ECA3025	g10755
ECA3025	g13753
ECA3025	g13967
ECA3025	g19017
ECA3025	g2758
ECA3025	g3674
ECA3025	g4450
ECA3025	g19015
ECA3025	g6971
ECA3025	g5370
ECA3025	g3831
ECA3025	g13836
ECA3025	g8635
ECA3025	g19002
ECA3025	g20406
ECA3025	g3678
ECA3025	g4703
ECA3025	g21239
ECA3025	g20422
ECA3025	g2797
ECA3025	g3202
ECA3025	g4478
ECA3025	g13219
ECA3025	g3216
ECA3025	g2769
ECA3025	g5058
ECA3025	g6229
ECA3025	g4448
ECA3025	g3030
ECA3025	g3149
ECA3025	g2740
ECA3025	g20344
ECA3025	g6965
ECA3025	g2761
ECA3025	g19429
ECA3025	g4449
ECA3025	g483
ECA3025	g7018
ECA3025	g8610
ECA3025	g8633
ECA3025	g3188
ECA3025	g15514
ECA3025	g2612
ECA3025	g17165
ECA3025	g20399
ECA3025	g18850
ECA3025	g6966
ECA3025	g3016
ECA3025	g6900
ECA3025	g2611
ECA3025	g7387
ECA3025	g3193
ECA3025	g21376
ECA3025	g16214
ECA3025	g14229
ECA3025	g8606
ECA3025	g20197
ECA3025	g3198
ECA3025	g5057
ECA3025	g7335
ECA3025	g13030
ECA3025	g3598
ECA3025	g8563
ECA3025	g14102
ECA3025	g2714
ECA3025	g3600
ECA3025	g5910
ECA3025	g4560
ECA3025	g3765
ECA3025	g3029
ECA3025	g6833
ECA3025	g7170
ECA3025	g19025
ECA3025	g7053
ECA3025	g6957
ECA3025	g2743
ECA3025	g3226
ECA3025	g6967
ECA3025	g19061
ECA3025	g21721
ECA3025	g17334
ECA3025	g2734
ECA3025	g13871
ECA3025	g8609
ECA3025	g6230
ECA3025	g21714
ECA3025	g3196
ECA3025	g5913
ECA3025	g17217
ECA3025	g10195
ECA3025	g20466
ECA3025	g2762
ECA3025	g2794
ECA3025	g6901
ECA3025	g12362
ECA3025	g9684
ECA3025	g3026
ECA3025	g3025
ECA3025	g2772
ECA1851	g1911
ECA1851	g15651
ECA1851	g969
ECA1851	g3422
ECA1851	g15969
ECA1851	g2466
ECA1851	g805
ECA1851	g5905
ECA1851	g7984
ECA1851	g1469
ECA1851	g21087
ECA1851	g463
ECA1851	g808
ECA1851	g7895
ECA1851	g5317
ECA1851	g937
ECA1851	g1828
ECA1851	g21089
ECA1851	g9875
ECA1851	g1441
ECA1851	g10234
ECA1851	g978
ECA1851	g1906
ECA1851	g8258
ECA1851	g21040
ECA1851	g9841
ECA1851	g802
ECA1851	g2220
ECA1851	g9885
ECA1851	g7019
ECA1851	g16493
ECA1851	g763
ECA1851	g16517
ECA1851	g970
ECA1851	g2023
ECA1851	g7892
ECA1851	g1029
ECA1851	g22266
ECA1851	g21183
ECA1851	g15565
ECA1851	g1022
ECA1851	g13035
ECA1851	g1468
ECA1851	g1439
ECA1851	g15920
ECA1851	g8775
ECA1851	g3370
ECA1851	g15137
ECA1851	g7287
ECA1851	g19755
ECA1851	g8773
ECA1851	g3611
ECA1851	g4990
ECA1851	g3991
ECA1851	g1830
ECA1851	g16084
ECA1851	g3350
ECA1851	g617
ECA1851	g9936
ECA1851	g10382
ECA1851	g6953
ECA1851	g18754
ECA1851	g3607
ECA1851	g9843
ECA1851	g1458
ECA1851	g15652
ECA1851	g8644
ECA1851	g9836
ECA1851	g1460
ECA1851	g9997
ECA1851	g19772
ECA1851	g21620
ECA1851	g14896
ECA1851	g1319
ECA1851	g1316
ECA1851	g1313
ECA1851	g1465
ECA1851	g801
ECA1851	g803
ECA1851	g1436
ECA1851	g976
ECA1851	g1908
ECA1851	g8777
ECA1851	g3424
ECA1851	g3609
ECA1851	g1909
ECA1851	g9833
ECA1851	g9834
ECA1851	g1827
ECA1851	g7408
ECA1851	g950
ECA1851	g3998
ECA1851	g7977
ECA1851	g4465
ECA1851	g6921
ECA1851	g968
ECA1851	g6768
ECA1851	g13549
ECA1851	g1047
ECA1851	g1038
ECA1851	g7286
ECA1851	g9930
ECA1851	g6140
ECA1851	g9876
ECA1851	g10559
ECA1851	g14519
ECA1851	g1273
ECA1851	g9998
ECA1851	g7893
ECA1851	g288
ECA1851	g9702
ECA1851	g7319
ECA1851	g3600
ECA1851	g7549
ECA1851	g1913
ECA1851	g16667
ECA1851	g1394
ECA1851	g281
ECA1851	g15694
ECA1851	g12620
ECA1851	g1461
ECA1851	g14292
ECA1851	g13551
ECA1851	g977
ECA1851	g14291
ECA1851	g18752
ECA1851	g18750
ECA1851	g7406
ECA1851	g838
ECA1851	g21135
ECA1851	g8192
ECA1851	g3191
ECA1851	g558
ECA1851	g4969
ECA1851	g7894
ECA1851	g21079
ECA1851	g14383
ECA1851	g1266
ECA1851	g929
ECA1851	g7409
ECA1851	g1043
ECA1851	g10560
ECA1851	g7889
ECA1851	g9844
ECA1851	g1451
ECA1851	g21073
ECA1851	g1928
ECA1851	g1990
ECA1851	g21088
ECA1851	g10118
ECA1851	g8772
ECA1851	g21121
ECA1851	g1269
ECA1851	g7550
ECA1851	g18746
ECA1851	g7485
ECA1851	g1310
ECA1851	g10554
ECA1851	g1471
ECA1851	g1444
ECA1851	g1054
ECA1851	g953
ECA1851	g4614
ECA1851	g14297
ECA1851	g15382
ECA1851	g1452
ECA1851	g22286
ECA1851	g10377
ECA1851	g1438
ECA1851	g343
ECA1851	g3599
ECA1851	g3610
ECA1851	g9830
ECA1851	g7290
ECA1851	g8195
ECA1851	g3993
ECA1851	g10121
ECA1851	g9948
ECA1851	g1912
ECA1851	g971
ECA1851	g967
ECA1851	g990
ECA1851	g1470
ECA1851	g7292
ECA1851	g13225
ECA1851	g8771
ECA1851	g14777
ECA1851	g10212
ECA1851	g9262
ECA1851	g21078
ECA1851	g949
ECA1851	g14091
ECA1851	g1525
ECA1851	g21185
ECA1851	g15970
ECA1851	g7890
ECA1851	g9929
ECA1851	g7456
ECA1851	g6687
ECA1851	g6688
ECA1851	g1443
ECA1851	g1270
ECA1851	g954
ECA1851	g19466
ECA1851	g1240
ECA1851	g1027
ECA1851	g2058
ECA1851	g20614
ECA1851	g8645
ECA1851	g721
ECA1851	g1106
ECA1851	g21955
ECA1851	g16083
ECA1851	g1467
ECA1851	g16081
ECA1851	g998
ECA1851	g10311
ECA1851	g1442
ECA1851	g3394
ECA1851	g22041
ECA1851	g16068
ECA1851	g7484
ECA1851	g974
ECA1851	g1430
ECA1851	g7318
ECA1851	g197
ECA1851	g10033
ECA1851	g9084
ECA1851	g7289
ECA1851	g1271
ECA1851	g1907
ECA1851	g1267
ECA1851	g10566
ECA1851	g14293
ECA1851	g9886
ECA1851	g1042
ECA1851	g21039
ECA1851	g9837
ECA1851	g979
ECA1851	g10380
ECA1851	g9839
ECA1851	g9774
ECA1851	g12619
ECA1851	g10941
ECA1851	g3399
ECA1851	g3398
ECA1851	g6686
ECA1851	g14245
ECA1851	g7403
ECA1851	g10119
ECA1851	g3359
ECA1851	g1453
ECA1851	g10467
ECA1851	g6685
ECA1851	g1000
ECA1851	g10050
ECA1851	g981
ECA1851	g9996
ECA1851	g1435
ECA1851	g8776
ECA1851	g10893
ECA1851	g7291
ECA1851	g19596
ECA1851	g21690
ECA1851	g997
ECA1851	g22758
ECA1851	g7200
ECA1851	g1440
ECA1851	g9874
ECA1851	g25
ECA1851	g9838
ECA1851	g3351
ECA1851	g21822
ECA1851	g10378
ECA1851	g9659
ECA1851	g7288
ECA1851	g13927
ECA1851	g14290
ECA1851	g2082
ECA1851	g10230
ECA1851	g9731
ECA1851	g1272
ECA1851	g1904
ECA1851	g13546
ECA1851	g16091
ECA1851	g1933
ECA1851	g7891
ECA1851	g975
ECA1851	g10565
ECA1851	g10460
ECA1851	g1472
ECA1851	g8774
ECA1851	g1924
ECA1851	g16127
ECA1851	g14413
ECA1851	g9840
ECA1851	g9701
ECA1851	g1910
ECA1851	g4466
ECA1851	g9085
ECA1851	g8196
ECA1851	g2083
ECA1851	g21022
ECA1851	g11038
ECA1851	g9773
ECA1851	g7916
ECA1851	g13548
ECA1851	g14440
ECA1851	g14294
ECA1851	g2011
ECA1851	g10145
ECA1851	g1065
ECA1851	g18751
ECA1851	g15399
ECA1851	g9232
ECA701	g17134
ECA701	g10767
ECA701	g20876
ECA701	g7087
ECA701	g13564
ECA701	g517
ECA701	g4091
ECA701	g11461
ECA701	g7995
ECA701	g6930
ECA701	g7083
ECA701	g518
ECA701	g18027
ECA701	g21390
ECA701	g6081
ECA701	g4122
ECA701	g2176
ECA701	g8049
ECA701	g22356
ECA701	g11823
ECA701	g16160
ECA701	g7731
ECA701	g3752
ECA701	g7956
ECA701	g7535
ECA701	g8036
ECA701	g7963
ECA701	g22346
ECA701	g4121
ECA701	g18331
ECA701	g8017
ECA701	g9219
ECA701	g7085
ECA701	g19693
ECA701	g7080
ECA701	g20836
ECA701	g19666
ECA701	g20873
ECA701	g7171
ECA701	g18621
ECA701	g10266
ECA701	g17047
ECA701	g18280
ECA701	g10827
ECA701	g18063
ECA701	g18978
ECA701	g19898
ECA701	g18353
ECA701	g7560
ECA701	g15670
ECA701	g18216
ECA701	g7088
ECA701	g382
ECA701	g7534
ECA701	g12852
ECA701	g12944
ECA701	g7610
ECA701	g8227
ECA701	g3278
ECA701	g15506
ECA701	g17177
ECA701	g592
ECA701	g10846
ECA701	g3273
ECA701	g19904
ECA701	g8008
ECA701	g16886
ECA701	g8864
ECA701	g49
ECA701	g4118
ECA701	g11432
ECA701	g17135
ECA701	g19910
ECA701	g11423
ECA701	g18641
ECA701	g11994
ECA701	g20018
ECA701	g22410
ECA701	g2812
ECA701	g16397
ECA701	g11575
ECA701	g10802
ECA701	g8010
ECA701	g11011
ECA701	g7561
ECA701	g6228
ECA701	g18243
ECA701	g4034
ECA701	g7929
ECA701	g8713
ECA701	g7078
ECA701	g18213
ECA701	g16637
ECA701	g381
ECA701	g13799
ECA701	g11471
ECA701	g4117
ECA701	g514
ECA701	g19515
ECA701	g3274
ECA701	g8032
ECA701	g18028
ECA701	g11801
ECA701	g11988
ECA701	g21302
ECA701	g8018
ECA701	g657
ECA701	g7541
ECA701	g19905
ECA701	g18391
ECA701	g6957
ECA701	g18975
ECA701	g20875
ECA701	g8009
ECA701	g4763
ECA701	g3815
ECA701	g16273
ECA701	g18078
ECA701	g7985
ECA701	g18020
ECA701	g6141
ECA701	g7736
ECA701	g593
ECA701	g3276
ECA701	g11424
ECA701	g4027
ECA701	g7735
ECA701	g7732
ECA701	g4766
ECA701	g7008
ECA701	g11429
ECA701	g7533
ECA701	g2785
ECA701	g22358
ECA701	g3816
ECA701	g7944
ECA701	g7084
ECA701	g18977
ECA701	g3819
ECA701	g10838
ECA701	g19473
ECA701	g7555
ECA701	g6230
ECA701	g7531
ECA701	g13117
ECA701	g3277
ECA701	g7733
ECA701	g7987
ECA701	g7483
ECA701	g4759
ECA701	g7693
ECA701	g8031
ECA701	g8037
ECA701	g10588
ECA701	g7065
ECA701	g8033
ECA701	g16870
ECA701	g10801
ECA701	g18166
ECA701	g3275
ECA701	g15848
ECA701	g10847
ECA701	g7079
ECA701	g8714
ECA701	g2959
ECA701	g8229
ECA701	g11693
ECA701	g19899
ECA701	g4116
ECA701	g11505
ECA701	g6225
ECA701	g8015
ECA701	g8019
ECA701	g6411
ECA701	g11474
ECA701	g11721
ECA701	g1426
ECA701	g7557
ECA701	g8235
ECA701	g6532
ECA701	g3279
ECA701	g7081
ECA701	g7537
ECA701	g19200
ECA701	g22490
ECA701	g7172
ECA701	g11690
ECA701	g7544
ECA701	g18125
ECA701	g18014
ECA701	g8007
ECA701	g11426
ECA701	g8055
ECA701	g11969
ECA701	g414
ECA701	g3400
ECA701	g7556
ECA701	g17587
ECA701	g7542
ECA701	g16272
ECA701	g21558
ECA701	g3399
ECA701	g4120
ECA701	g20796
ECA701	g22700
ECA701	g15507
ECA701	g22342
ECA701	g7532
ECA701	g5682
ECA701	g10579
ECA701	g7958
ECA701	g11526
ECA701	g11523
ECA701	g11882
ECA701	g15510
ECA701	g564
ECA701	g15523
ECA701	g7558
ECA701	g10592
ECA701	g10580
ECA701	g6232
ECA701	g19903
ECA701	g20695
ECA701	g510
ECA701	g8012
ECA701	g7569
ECA701	g11577
ECA701	g413
ECA701	g7167
ECA701	g22033
ECA701	g20874
ECA701	g2960
ECA701	g384
ECA701	g15621
ECA701	g11459
ECA701	g7729
ECA701	g11612
ECA701	g17
ECA701	g858
ECA701	g297
ECA701	g9239
ECA701	g6229
ECA701	g22350
ECA701	g18019
ECA701	g10578
ECA701	g7761
ECA701	g17978
ECA701	g6231
ECA701	g11511
ECA701	g22131
ECA701	g10808
ECA701	g6276
ECA701	g11475
ECA701	g11691
ECA701	g17979
ECA701	g7070
ECA701	g8005
ECA701	g8016
ECA701	g4768
ECA701	g7564
ECA701	g11431
ECA701	g11460
ECA701	g12991
ECA701	g386
ECA701	g17721
ECA701	g18219
ECA701	g11971
ECA701	g20020
ECA701	g7988
ECA701	g11625
ECA701	g7948
ECA701	g387
ECA701	g7559
ECA701	g115
ECA701	g9714
ECA701	g22239
ECA701	g22353
ECA701	g11427
ECA701	g6839
ECA701	g20019
ECA701	g383
ECA701	g16008
ECA701	g11819
ECA701	g6969
ECA701	g7730
ECA701	g11504
ECA701	g15498
ECA701	g7082
ECA701	g7683
ECA701	g7688
ECA701	g10581
ECA701	g10591
ECA701	g7563
ECA701	g4123
ECA701	g8011
ECA701	g487
ECA701	g15460
ECA701	g11425
ECA701	g9509
ECA701	g658
ECA701	g18351
ECA701	g17963
ECA701	g6710
ECA701	g18123
ECA701	g19852
ECA701	g4119
ECA701	g1059
ECA701	g11576
ECA701	g385
ECA701	g18279
ECA701	g4764
ECA701	g7888
ECA701	g1425
ECA701	g18215
ECA701	g10765
ECA3005	g17181
ECA3005	g11442
ECA3005	g9877
ECA3005	g17503
ECA3005	g7000
ECA3005	g7549
ECA3005	g13302
ECA3005	g6855
ECA3005	g22628
ECA3005	g811
ECA3005	g6929
ECA3005	g5934
ECA3005	g5936
ECA3005	g7042
ECA3005	g3241
ECA3005	g3029
ECA3005	g5166
ECA3005	g3653
ECA3005	g3657
ECA3005	g22622
ECA3005	g12956
ECA3005	g13305
ECA3005	g7311
ECA3005	g8709
ECA3005	g1394
ECA3005	g2699
ECA3005	g3231
ECA3005	g3217
ECA3005	g6248
ECA3005	g2852
ECA3005	g13054
ECA3005	g3027
ECA3005	g22668
ECA3005	g8800
ECA3005	g5935
ECA3005	g2728
ECA3005	g2692
ECA3005	g18056
ECA3005	g13299
ECA3005	g3236
ECA3005	g2717
ECA3005	g14810
ECA3005	g20696
ECA3005	g20692
ECA3005	g17095
ECA3005	g4452
ECA3005	g2569
ECA3005	g3239
ECA3005	g15173
ECA3005	g3211
ECA3005	g3659
ECA3005	g12778
ECA3005	g17452
ECA3005	g9827
ECA3005	g16669
ECA3005	g4448
ECA3005	g2155
ECA3005	g2718
ECA3005	g7482
ECA3005	g2750
ECA3005	g5932
ECA3005	g10063
ECA3005	g6992
ECA3005	g10434
ECA3005	g17619
ECA3005	g9807
ECA3005	g5073
ECA3005	g13117
ECA3005	g4479
ECA3005	g11066
ECA3005	g4116
ECA3005	g2714
ECA3005	g7273
ECA3005	g3813
ECA3005	g7010
ECA3005	g2742
ECA3005	g10059
ECA3005	g7001
ECA3005	g3028
ECA3005	g17182
ECA3005	g22486
ECA3005	g3240
ECA3005	g2726
ECA3005	g2723
ECA3005	g5074
ECA3005	g13762
ECA3005	g16426
ECA3005	g5070
ECA3005	g22620
ECA3005	g2753
ECA3005	g7154
ECA3005	g2793
ECA3005	g4450
ECA3005	g9879
ECA3005	g10061
ECA3005	g7007
ECA3005	g22253
ECA3005	g10441
ECA3005	g6969
ECA3005	g4362
ECA3005	g5159
ECA3005	g10916
ECA3005	g4084
ECA3005	g6997
ECA3005	g3662
ECA3005	g577
ECA3005	g7052
ECA3005	g3731
ECA3005	g22527
ECA3005	g9171
ECA3005	g4480
ECA3005	g16054
ECA3005	g3215
ECA3005	g3658
ECA3005	g7383
ECA3005	g2715
ECA3005	g3214
ECA3005	g3229
ECA3005	g10052
ECA3005	g18208
ECA3005	g7107
ECA3005	g3746
ECA3005	g2680
ECA3005	g17224
ECA3005	g2156
ECA3005	g2788
ECA3005	g2993
ECA3005	g3758
ECA3005	g15831
ECA3005	g3238
ECA3005	g15170
ECA3005	g15830
ECA3005	g20687
ECA3005	g3083
ECA3005	g22575
ECA3005	g9647
ECA3005	g11421
ECA3005	g3945
ECA3005	g22635
ECA3005	g15919
ECA3005	g2672
ECA3005	g5446
ECA3005	g9170
ECA3005	g20691
ECA3005	g6400
ECA3005	g6999
ECA3005	g3580
ECA3005	g3656
ECA3005	g2697
ECA3005	g13301
ECA3005	g4715
ECA3005	g6856
ECA3005	g7548
ECA3005	g22621
ECA3005	g5931
ECA3005	g5378
ECA3005	g5071
ECA3005	g7009
ECA3005	g5072
ECA3005	g20683
ECA3005	g6813
ECA3005	g9176
ECA3005	g13262
ECA3005	g3838
ECA3005	g15836
ECA3005	g16915
ECA3005	g3216
ECA3005	g3023
ECA3005	g14830
ECA3005	g3026
ECA3005	g7415
ECA3005	g4568
ECA3005	g15172
ECA3005	g10051
